"","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","age.std.mortality.rate_LCL","age.std.mortality.rate_med","age.std.mortality.rate_UCL","Census_Division","Census_Region","stabbrs","rate.per.100k","state.reorder"
"1",15,1,0,0,"All other causes","White","Male","Iowa",1969,113.650885256447,118.04614679719,122.709815814687,"West North Central","Midwest","IA",118.04614679719,"Iowa"
"2",15,1,0,0,"Cancers","White","Male","Iowa",1969,227.983511302772,234.916696047171,241.505900812543,"West North Central","Midwest","IA",234.916696047171,"Iowa"
"3",15,1,0,0,"Cardiovascular","White","Male","Iowa",1969,846.353775869202,863.03954641413,879.496052998839,"West North Central","Midwest","IA",863.03954641413,"Iowa"
"4",15,1,0,0,"Communicable","White","Male","Iowa",1969,56.9630043892373,61.0700783797728,65.4166460051339,"West North Central","Midwest","IA",61.0700783797728,"Iowa"
"5",15,1,0,0,"Injuries","White","Male","Iowa",1969,108.180005510287,112.112528821023,116.24495117247,"West North Central","Midwest","IA",112.112528821023,"Iowa"
"6",15,1,0,0,"Non-communicable","White","Male","Iowa",1969,87.7215274904711,91.2568174150213,95.3707077548733,"West North Central","Midwest","IA",91.2568174150213,"Iowa"
"7",15,1,0,1,"All other causes","White","Female","Iowa",1969,82.2404501977152,85.5742595395309,88.9671368567423,"West North Central","Midwest","IA",85.5742595395309,"Iowa"
"8",15,1,0,1,"Cancers","White","Female","Iowa",1969,151.665209973641,155.803410566286,159.660009648343,"West North Central","Midwest","IA",155.803410566286,"Iowa"
"9",15,1,0,1,"Cardiovascular","White","Female","Iowa",1969,514.743144768407,525.030995518573,535.584022353912,"West North Central","Midwest","IA",525.030995518573,"Iowa"
"10",15,1,0,1,"Communicable","White","Female","Iowa",1969,32.9604529574045,35.3802505140046,37.950712128281,"West North Central","Midwest","IA",35.3802505140046,"Iowa"
"11",15,1,0,1,"Injuries","White","Female","Iowa",1969,40.4215768785,42.4258832875992,44.8461445335663,"West North Central","Midwest","IA",42.4258832875992,"Iowa"
"12",15,1,0,1,"Non-communicable","White","Female","Iowa",1969,39.7822486782716,41.849710109529,44.0691877563042,"West North Central","Midwest","IA",41.849710109529,"Iowa"
"13",15,1,1,0,"All other causes","Black","Male","Iowa",1969,163.076245129342,196.064590851769,238.75960236998,"West North Central","Midwest","IA",196.064590851769,"Iowa"
"14",15,1,1,0,"Cancers","Black","Male","Iowa",1969,265.700986171704,330.909107571728,437.40445395752,"West North Central","Midwest","IA",330.909107571728,"Iowa"
"15",15,1,1,0,"Cardiovascular","Black","Male","Iowa",1969,846.23785025501,975.862408969475,1133.29458455089,"West North Central","Midwest","IA",975.862408969475,"Iowa"
"16",15,1,1,0,"Communicable","Black","Male","Iowa",1969,79.3969169102354,110.232855410925,159.841407171776,"West North Central","Midwest","IA",110.232855410925,"Iowa"
"17",15,1,1,0,"Injuries","Black","Male","Iowa",1969,172.095888850771,215.579036339404,282.674740004848,"West North Central","Midwest","IA",215.579036339404,"Iowa"
"18",15,1,1,0,"Non-communicable","Black","Male","Iowa",1969,95.1761176161282,127.669712178808,157.840541713803,"West North Central","Midwest","IA",127.669712178808,"Iowa"
"19",15,1,1,1,"All other causes","Black","Female","Iowa",1969,125.456237341671,153.269626474937,201.176250482171,"West North Central","Midwest","IA",153.269626474937,"Iowa"
"20",15,1,1,1,"Cancers","Black","Female","Iowa",1969,173.301787916469,205.557450716955,254.39522703646,"West North Central","Midwest","IA",205.557450716955,"Iowa"
"21",15,1,1,1,"Cardiovascular","Black","Female","Iowa",1969,591.93840668481,687.543664791771,812.924983331217,"West North Central","Midwest","IA",687.543664791771,"Iowa"
"22",15,1,1,1,"Communicable","Black","Female","Iowa",1969,40.4485543021046,55.0742654455125,80.2720211945866,"West North Central","Midwest","IA",55.0742654455125,"Iowa"
"23",15,1,1,1,"Injuries","Black","Female","Iowa",1969,36.5463918248373,45.0709178381697,65.4279200436875,"West North Central","Midwest","IA",45.0709178381697,"Iowa"
"24",15,1,1,1,"Non-communicable","Black","Female","Iowa",1969,82.2701833143528,102.245560665793,129.149342281803,"West North Central","Midwest","IA",102.245560665793,"Iowa"
"25",15,2,0,0,"All other causes","White","Male","Iowa",1970,113.818646181446,117.634522756981,121.497358472176,"West North Central","Midwest","IA",117.634522756981,"Iowa"
"26",15,2,0,0,"Cancers","White","Male","Iowa",1970,230.386961284569,235.889587227274,241.885191254877,"West North Central","Midwest","IA",235.889587227274,"Iowa"
"27",15,2,0,0,"Cardiovascular","White","Male","Iowa",1970,834.913928266631,849.52328756616,865.070128702071,"West North Central","Midwest","IA",849.52328756616,"Iowa"
"28",15,2,0,0,"Communicable","White","Male","Iowa",1970,56.573721058982,60.1849731742495,63.9159255591772,"West North Central","Midwest","IA",60.1849731742495,"Iowa"
"29",15,2,0,0,"Injuries","White","Male","Iowa",1970,108.379105244006,111.772980431705,115.412173857989,"West North Central","Midwest","IA",111.772980431705,"Iowa"
"30",15,2,0,0,"Non-communicable","White","Male","Iowa",1970,89.5288887656206,92.8511237330852,96.4783030263729,"West North Central","Midwest","IA",92.8511237330852,"Iowa"
"31",15,2,0,1,"All other causes","White","Female","Iowa",1970,81.1445082657914,84.0110128072343,86.850924305292,"West North Central","Midwest","IA",84.0110128072343,"Iowa"
"32",15,2,0,1,"Cancers","White","Female","Iowa",1970,151.847397431523,155.154508580579,158.742734871673,"West North Central","Midwest","IA",155.154508580579,"Iowa"
"33",15,2,0,1,"Cardiovascular","White","Female","Iowa",1970,505.846083959862,514.91015002525,525.376285806796,"West North Central","Midwest","IA",514.91015002525,"Iowa"
"34",15,2,0,1,"Communicable","White","Female","Iowa",1970,31.7674202030916,33.7979454117388,35.9280260616159,"West North Central","Midwest","IA",33.7979454117388,"Iowa"
"35",15,2,0,1,"Injuries","White","Female","Iowa",1970,40.2798580599569,42.25151517353,44.080535118383,"West North Central","Midwest","IA",42.25151517353,"Iowa"
"36",15,2,0,1,"Non-communicable","White","Female","Iowa",1970,39.61876189151,41.3987477235514,43.2367894098543,"West North Central","Midwest","IA",41.3987477235514,"Iowa"
"37",15,2,1,0,"All other causes","Black","Male","Iowa",1970,160.446058586924,194.421564060166,237.626229638956,"West North Central","Midwest","IA",194.421564060166,"Iowa"
"38",15,2,1,0,"Cancers","Black","Male","Iowa",1970,269.213792560819,329.899483168976,422.038716586143,"West North Central","Midwest","IA",329.899483168976,"Iowa"
"39",15,2,1,0,"Cardiovascular","Black","Male","Iowa",1970,815.875525873539,934.438425597575,1076.88055039887,"West North Central","Midwest","IA",934.438425597575,"Iowa"
"40",15,2,1,0,"Communicable","Black","Male","Iowa",1970,79.0093258553042,106.654193478983,147.275299437739,"West North Central","Midwest","IA",106.654193478983,"Iowa"
