"","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","age.std.mortality.rate_LCL","age.std.mortality.rate_med","age.std.mortality.rate_UCL","Census_Division","Census_Region","stabbrs","rate.per.100k","state.reorder"
"1",5,1,0,0,"All other causes","White","Male","Colorado",1969,146.605223338053,153.345960328285,160.161018794736,"Mountain","West","CO",153.345960328285,"Colorado"
"2",5,1,0,0,"Cancers","White","Male","Colorado",1969,192.888493482814,200.454686370368,208.151358315767,"Mountain","West","CO",200.454686370368,"Colorado"
"3",5,1,0,0,"Cardiovascular","White","Male","Colorado",1969,748.418600114643,768.822328709945,789.341026557184,"Mountain","West","CO",768.822328709945,"Colorado"
"4",5,1,0,0,"Communicable","White","Male","Colorado",1969,69.5917682929205,75.8286757542674,82.4436324507251,"Mountain","West","CO",75.8286757542674,"Colorado"
"5",5,1,0,0,"Injuries","White","Male","Colorado",1969,126.696829198704,131.714172985049,136.840349146394,"Mountain","West","CO",131.714172985049,"Colorado"
"6",5,1,0,0,"Non-communicable","White","Male","Colorado",1969,107.818691131956,113.224865433389,118.553413691007,"Mountain","West","CO",113.224865433389,"Colorado"
"7",5,1,0,1,"All other causes","White","Female","Colorado",1969,102.468820927954,107.040019641719,111.99420903656,"Mountain","West","CO",107.040019641719,"Colorado"
"8",5,1,0,1,"Cancers","White","Female","Colorado",1969,134.834153792719,139.34891195305,144.307797520448,"Mountain","West","CO",139.34891195305,"Colorado"
"9",5,1,0,1,"Cardiovascular","White","Female","Colorado",1969,501.971409612554,516.82090504117,532.045066167078,"Mountain","West","CO",516.82090504117,"Colorado"
"10",5,1,0,1,"Communicable","White","Female","Colorado",1969,43.813431529428,47.4573379254759,51.8434137171296,"Mountain","West","CO",47.4573379254759,"Colorado"
"11",5,1,0,1,"Injuries","White","Female","Colorado",1969,51.5205200492834,54.4720227191054,57.561735472842,"Mountain","West","CO",54.4720227191054,"Colorado"
"12",5,1,0,1,"Non-communicable","White","Female","Colorado",1969,46.9554304485695,49.9568764071345,53.070832945283,"Mountain","West","CO",49.9568764071345,"Colorado"
"13",5,1,1,0,"All other causes","Black","Male","Colorado",1969,174.647129723875,213.013389164647,268.440669324803,"Mountain","West","CO",213.013389164647,"Colorado"
"14",5,1,1,0,"Cancers","Black","Male","Colorado",1969,255.360591083482,307.88596728208,374.560038444173,"Mountain","West","CO",307.88596728208,"Colorado"
"15",5,1,1,0,"Cardiovascular","Black","Male","Colorado",1969,644.836435876658,729.681443230689,818.506834478627,"Mountain","West","CO",729.681443230689,"Colorado"
"16",5,1,1,0,"Communicable","Black","Male","Colorado",1969,79.1554457171224,110.845321581442,160.536428435682,"Mountain","West","CO",110.845321581442,"Colorado"
"17",5,1,1,0,"Injuries","Black","Male","Colorado",1969,131.264483195198,153.552050859095,182.726326088723,"Mountain","West","CO",153.552050859095,"Colorado"
"18",5,1,1,0,"Non-communicable","Black","Male","Colorado",1969,116.722600276801,155.766778168141,196.970426103575,"Mountain","West","CO",155.766778168141,"Colorado"
"19",5,1,1,1,"All other causes","Black","Female","Colorado",1969,123.340615260808,148.306501488521,184.93048369519,"Mountain","West","CO",148.306501488521,"Colorado"
"20",5,1,1,1,"Cancers","Black","Female","Colorado",1969,146.171210261968,175.779931303313,214.95560202249,"Mountain","West","CO",175.779931303313,"Colorado"
"21",5,1,1,1,"Cardiovascular","Black","Female","Colorado",1969,527.709526527582,595.567529510015,687.522719421926,"Mountain","West","CO",595.567529510015,"Colorado"
"22",5,1,1,1,"Communicable","Black","Female","Colorado",1969,35.2201176524941,46.315756354713,67.589687255799,"Mountain","West","CO",46.315756354713,"Colorado"
"23",5,1,1,1,"Injuries","Black","Female","Colorado",1969,50.8983975390686,62.9764972358732,84.3639645161245,"Mountain","West","CO",62.9764972358732,"Colorado"
"24",5,1,1,1,"Non-communicable","Black","Female","Colorado",1969,65.3157806636474,81.9139828211179,103.201999261174,"Mountain","West","CO",81.9139828211179,"Colorado"
"25",5,2,0,0,"All other causes","White","Male","Colorado",1970,146.804589809466,153.008996367927,158.958662261105,"Mountain","West","CO",153.008996367927,"Colorado"
"26",5,2,0,0,"Cancers","White","Male","Colorado",1970,194.40397000075,201.384406952697,207.945191665392,"Mountain","West","CO",201.384406952697,"Colorado"
"27",5,2,0,0,"Cardiovascular","White","Male","Colorado",1970,745.926538060837,764.807422496859,783.779258314038,"Mountain","West","CO",764.807422496859,"Colorado"
"28",5,2,0,0,"Communicable","White","Male","Colorado",1970,70.8365185820521,76.5158901792903,83.1103415848417,"Mountain","West","CO",76.5158901792903,"Colorado"
"29",5,2,0,0,"Injuries","White","Male","Colorado",1970,126.317123717862,130.537630463885,135.191316733805,"Mountain","West","CO",130.537630463885,"Colorado"
"30",5,2,0,0,"Non-communicable","White","Male","Colorado",1970,109.510402055321,114.253480003102,119.117284703137,"Mountain","West","CO",114.253480003102,"Colorado"
"31",5,2,0,1,"All other causes","White","Female","Colorado",1970,102.97907395502,107.152455605902,111.894437038969,"Mountain","West","CO",107.152455605902,"Colorado"
"32",5,2,0,1,"Cancers","White","Female","Colorado",1970,134.919635525721,138.747840352059,143.285534147199,"Mountain","West","CO",138.747840352059,"Colorado"
"33",5,2,0,1,"Cardiovascular","White","Female","Colorado",1970,480.636716015326,494.472053504345,506.43885167376,"Mountain","West","CO",494.472053504345,"Colorado"
"34",5,2,0,1,"Communicable","White","Female","Colorado",1970,40.2392894163445,43.4332329112487,47.0070489806209,"Mountain","West","CO",43.4332329112487,"Colorado"
"35",5,2,0,1,"Injuries","White","Female","Colorado",1970,51.3032225682533,53.7247751860906,56.6912090557568,"Mountain","West","CO",53.7247751860906,"Colorado"
"36",5,2,0,1,"Non-communicable","White","Female","Colorado",1970,48.0518895605242,50.4794977778315,53.33000150522,"Mountain","West","CO",50.4794977778315,"Colorado"
"37",5,2,1,0,"All other causes","Black","Male","Colorado",1970,171.630549018714,206.524311209624,255.650315091145,"Mountain","West","CO",206.524311209624,"Colorado"
"38",5,2,1,0,"Cancers","Black","Male","Colorado",1970,257.64136714159,307.589266569326,367.20470656042,"Mountain","West","CO",307.589266569326,"Colorado"
"39",5,2,1,0,"Cardiovascular","Black","Male","Colorado",1970,654.689520629619,731.608132104379,816.152666108198,"Mountain","West","CO",731.608132104379,"Colorado"
"40",5,2,1,0,"Communicable","Black","Male","Colorado",1970,78.3799239562684,107.655741861067,147.412533387751,"Mountain","West","CO",107.655741861067,"Colorado"
"41",5,2,1,0,"Injuries","Black","Male","Colorado",1970,131.650075987046,150.999131290642,179.930843077385,"Mountain","West","CO",150.999131290642,"Colorado"
"42",5,2,1,0,"Non-communicable","Black","Male","Colorado",1970,116.132585469216,154.738698847255,192.808376276196,"Mountain","West","CO",154.738698847255,"Colorado"
"43",5,2,1,1,"All other causes","Black","Female","Colorado",1970,122.649637636063,146.688672013825,180.204345299692,"Mountain","West","CO",146.688672013825,"Colorado"
"44",5,2,1,1,"Cancers","Black","Female","Colorado",1970,147.746953721979,175.076872779362,214.216433224884,"Mountain","West","CO",175.076872779362,"Colorado"
"45",5,2,1,1,"Cardiovascular","Black","Female","Colorado",1970,522.417821378645,581.94988838148,649.30357612107,"Mountain","West","CO",581.94988838148,"Colorado"
"46",5,2,1,1,"Communicable","Black","Female","Colorado",1970,34.8293695947923,45.5736812135484,64.0623309942674,"Mountain","West","CO",45.5736812135484,"Colorado"
"47",5,2,1,1,"Injuries","Black","Female","Colorado",1970,50.1612207767797,62.447438332947,81.9851984925915,"Mountain","West","CO",62.447438332947,"Colorado"
"48",5,2,1,1,"Non-communicable","Black","Female","Colorado",1970,65.5147550310966,81.2950389065505,100.917229389371,"Mountain","West","CO",81.2950389065505,"Colorado"
"49",5,3,0,0,"All other causes","White","Male","Colorado",1971,144.301808425148,149.924331192209,155.677577365156,"Mountain","West","CO",149.924331192209,"Colorado"
"50",5,3,0,0,"Cancers","White","Male","Colorado",1971,196.511150677622,202.698600941532,208.504496661509,"Mountain","West","CO",202.698600941532,"Colorado"
"51",5,3,0,0,"Cardiovascular","White","Male","Colorado",1971,739.484985554799,758.034281739369,777.555880622587,"Mountain","West","CO",758.034281739369,"Colorado"
