"","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","sex","state","year","Census_Division","Census_Region","stabbrs","state.reorder"
"1",9,1,0,"All other causes",162.052924477791,177.239336257771,192.955962861328,"Male","Florida",1969,"South Atlantic","South","FL","Florida"
"2",9,1,0,"Cancers",44.7714707477163,59.8694508353909,76.0571924183299,"Male","Florida",1969,"South Atlantic","South","FL","Florida"
"3",9,1,0,"Cardiovascular",28.0163237656777,59.5526325368734,91.8936792079768,"Male","Florida",1969,"South Atlantic","South","FL","Florida"
"4",9,1,0,"Communicable",67.77857059379,79.0458673979196,90.5753396497989,"Male","Florida",1969,"South Atlantic","South","FL","Florida"
"5",9,1,0,"Injuries",133.120235866129,146.720929792847,159.744021388851,"Male","Florida",1969,"South Atlantic","South","FL","Florida"
"6",9,1,0,"Non-communicable",13.9504073704297,22.2205460221136,30.7087155862207,"Male","Florida",1969,"South Atlantic","South","FL","Florida"
"7",9,1,1,"All other causes",103.67719529176,113.923046041977,124.633008824113,"Female","Florida",1969,"South Atlantic","South","FL","Florida"
"8",9,1,1,"Cancers",1.57767912154275,9.37034986038893,17.7350255078108,"Female","Florida",1969,"South Atlantic","South","FL","Florida"
"9",9,1,1,"Cardiovascular",140.241889989531,167.348893290247,195.385229922303,"Female","Florida",1969,"South Atlantic","South","FL","Florida"
"10",9,1,1,"Communicable",27.4826574615162,34.3755072451745,42.2606872592535,"Female","Florida",1969,"South Atlantic","South","FL","Florida"
"11",9,1,1,"Injuries",15.4344272529672,20.8299870317022,26.4906958417756,"Female","Florida",1969,"South Atlantic","South","FL","Florida"
"12",9,1,1,"Non-communicable",48.4018056253228,54.9545034570067,61.945678363695,"Female","Florida",1969,"South Atlantic","South","FL","Florida"
"13",9,2,0,"All other causes",156.098779381711,168.858480057058,183.299356892473,"Male","Florida",1970,"South Atlantic","South","FL","Florida"
"14",9,2,0,"Cancers",51.2316420692212,64.055621500574,77.221731305417,"Male","Florida",1970,"South Atlantic","South","FL","Florida"
"15",9,2,0,"Cardiovascular",58.1222146411211,84.6108146948265,110.730706399386,"Male","Florida",1970,"South Atlantic","South","FL","Florida"
"16",9,2,0,"Communicable",67.4228348802337,77.9942653051559,88.6422757588861,"Male","Florida",1970,"South Atlantic","South","FL","Florida"
"17",9,2,0,"Injuries",141.810339690662,153.299452124978,165.182117922491,"Male","Florida",1970,"South Atlantic","South","FL","Florida"
"18",9,2,0,"Non-communicable",16.6875680842135,23.8322652340069,31.9435635461845,"Male","Florida",1970,"South Atlantic","South","FL","Florida"
"19",9,2,1,"All other causes",101.972473946643,110.556920530375,119.797099960774,"Female","Florida",1970,"South Atlantic","South","FL","Florida"
"20",9,2,1,"Cancers",3.36711791997823,10.5705156977419,17.9391248661194,"Female","Florida",1970,"South Atlantic","South","FL","Florida"
"21",9,2,1,"Cardiovascular",156.065841428145,178.23257299052,200.518073466884,"Female","Florida",1970,"South Atlantic","South","FL","Florida"
"22",9,2,1,"Communicable",26.9580225848201,32.6257915768877,38.4911413408106,"Female","Florida",1970,"South Atlantic","South","FL","Florida"
"23",9,2,1,"Injuries",14.7902663031476,19.8269625903591,24.7475317099451,"Female","Florida",1970,"South Atlantic","South","FL","Florida"
"24",9,2,1,"Non-communicable",49.5051727116296,55.6660803151837,61.6984700964745,"Female","Florida",1970,"South Atlantic","South","FL","Florida"
"25",9,3,0,"All other causes",157.776418857792,170.421196437316,182.694813984841,"Male","Florida",1971,"South Atlantic","South","FL","Florida"
"26",9,3,0,"Cancers",50.3121066566334,62.2907782464819,74.1745246663564,"Male","Florida",1971,"South Atlantic","South","FL","Florida"
"27",9,3,0,"Cardiovascular",62.8443002050356,88.0167866306116,113.187680095289,"Male","Florida",1971,"South Atlantic","South","FL","Florida"
"28",9,3,0,"Communicable",54.7577079192805,64.2634884760555,73.7603131439317,"Male","Florida",1971,"South Atlantic","South","FL","Florida"
"29",9,3,0,"Injuries",145.38568444606,155.927180627923,167.016768650945,"Male","Florida",1971,"South Atlantic","South","FL","Florida"
"30",9,3,0,"Non-communicable",17.9140115942059,24.7407832867589,32.1264253358571,"Male","Florida",1971,"South Atlantic","South","FL","Florida"
"31",9,3,1,"All other causes",100.698278771928,108.506987564847,116.744135975888,"Female","Florida",1971,"South Atlantic","South","FL","Florida"
"32",9,3,1,"Cancers",6.18052535226256,12.6478968589683,19.3993181890418,"Female","Florida",1971,"South Atlantic","South","FL","Florida"
"33",9,3,1,"Cardiovascular",157.826221494229,180.549790147438,203.403767786577,"Female","Florida",1971,"South Atlantic","South","FL","Florida"
"34",9,3,1,"Communicable",23.4546495723311,28.9109557906568,33.6523844722638,"Female","Florida",1971,"South Atlantic","South","FL","Florida"
"35",9,3,1,"Injuries",16.3359636673616,20.4579234286379,24.9432260963399,"Female","Florida",1971,"South Atlantic","South","FL","Florida"
"36",9,3,1,"Non-communicable",51.216969596473,56.7938568157331,62.3227350521054,"Female","Florida",1971,"South Atlantic","South","FL","Florida"
"37",9,4,0,"All other causes",154.85364852645,167.173425631069,179.962299325089,"Male","Florida",1972,"South Atlantic","South","FL","Florida"
"38",9,4,0,"Cancers",49.6935786992936,60.7231713982003,72.5321357788142,"Male","Florida",1972,"South Atlantic","South","FL","Florida"
"39",9,4,0,"Cardiovascular",35.9667175792577,60.1157309094782,83.6608595386118,"Male","Florida",1972,"South Atlantic","South","FL","Florida"
"40",9,4,0,"Communicable",53.1988068450693,61.918083166985,69.9949894165567,"Male","Florida",1972,"South Atlantic","South","FL","Florida"
"41",9,4,0,"Injuries",146.245927024274,157.514211841396,168.898633372038,"Male","Florida",1972,"South Atlantic","South","FL","Florida"
"42",9,4,0,"Non-communicable",22.1711531578803,28.7564956706154,35.7857143167025,"Male","Florida",1972,"South Atlantic","South","FL","Florida"
"43",9,4,1,"All other causes",98.1509509468673,105.918786392888,114.009184596323,"Female","Florida",1972,"South Atlantic","South","FL","Florida"
"44",9,4,1,"Cancers",7.60652631196073,13.8586557207869,20.8769246555828,"Female","Florida",1972,"South Atlantic","South","FL","Florida"
"45",9,4,1,"Cardiovascular",146.683127459535,169.007593327342,191.20411078,"Female","Florida",1972,"South Atlantic","South","FL","Florida"
"46",9,4,1,"Communicable",21.9884908168185,26.829140923688,31.6134206978912,"Female","Florida",1972,"South Atlantic","South","FL","Florida"
"47",9,4,1,"Injuries",15.5419812634672,19.9066726465311,24.2161879611447,"Female","Florida",1972,"South Atlantic","South","FL","Florida"
"48",9,4,1,"Non-communicable",51.7933752692641,56.9961868833351,62.1909080747402,"Female","Florida",1972,"South Atlantic","South","FL","Florida"
"49",9,5,0,"All other causes",144.578785013674,155.90395403139,166.894931731957,"Male","Florida",1973,"South Atlantic","South","FL","Florida"
"50",9,5,0,"Cancers",54.3236341797509,65.6940142815185,77.3475369689524,"Male","Florida",1973,"South Atlantic","South","FL","Florida"
"51",9,5,0,"Cardiovascular",41.0951962027958,65.4289833855129,91.0542349533296,"Male","Florida",1973,"South Atlantic","South","FL","Florida"
"52",9,5,0,"Communicable",52.3192427942339,60.2226560633674,68.0076136905705,"Male","Florida",1973,"South Atlantic","South","FL","Florida"
"53",9,5,0,"Injuries",135.761340154792,146.540162627228,156.754608561457,"Male","Florida",1973,"South Atlantic","South","FL","Florida"
