"","X","Cause.of.death","Cx_era1_diff_lcl","Cx_era1_diff_med","Cx_era1_diff_ucl","Cx_era1_diff_mean","Cx_era2_diff_lcl","Cx_era2_diff_med","Cx_era2_diff_ucl","Cx_era2_diff_mean","Cx_era3_diff_lcl","Cx_era3_diff_med","Cx_era3_diff_ucl","Cx_era3_diff_mean","Cx_p_era1_diff_lcl","Cx_p_era1_diff_med","Cx_p_era1_diff_ucl","Cx_p_era1_diff_mean","Cx_p_era2_diff_lcl","Cx_p_era2_diff_med","Cx_p_era2_diff_ucl","Cx_p_era2_diff_mean","Cx_p_era3_diff_lcl","Cx_p_era3_diff_med","Cx_p_era3_diff_ucl","Cx_p_era3_diff_mean","tot_Cx_era1_diff_lcl","tot_Cx_era1_diff_med","tot_Cx_era1_diff_ucl","tot_Cx_era1_diff_mean","tot_Cx_era2_diff_lcl","tot_Cx_era2_diff_med","tot_Cx_era2_diff_ucl","tot_Cx_era2_diff_mean","tot_Cx_era3_diff_lcl","tot_Cx_era3_diff_med","tot_Cx_era3_diff_ucl","tot_Cx_era3_diff_mean","sex","state"
"1",1,"All other causes",0.203821945571615,0.546846733475681,0.887268764745843,0.541798084387968,0.118079825919961,0.354439328794158,0.575119586252038,0.352873004297355,0.43995267564966,0.68607360526308,0.929363325181805,0.689697767067738,0.201588855600731,0.418708328915842,0.669935196667913,0.421764180282706,-0.903967469991835,-0.368888395103335,-0.093356356537177,-0.401202686544893,0.155257722620086,0.228683068629197,0.301170466081043,0.228634013506722,0.758941527826578,1.30605457954071,1.87399712012888,1.29616505441709,-1.43378204342569,-0.96965049542307,-0.523789689924939,-0.97522809322754,2.5897066910552,3.00673213254878,3.44600276965561,3.01222518154138,"Male","Alabama"
"2",2,"Cancers",-0.701235905347567,-0.551560938112415,-0.40666119236022,-0.555062751278464,-0.424357920126427,-0.264507650975266,-0.111571191317346,-0.265324889326124,0.167269207163742,0.349460533710369,0.505371946778563,0.343804640138274,-0.825277863244579,-0.427053027636782,-0.253667123302286,-0.457450147683627,0.123862634583358,0.273187547662306,0.505670911234725,0.282068581940033,0.0575287574046634,0.115171034760922,0.166785789735502,0.114054781716064,0.758941527826578,1.30605457954071,1.87399712012888,1.29616505441709,-1.43378204342569,-0.96965049542307,-0.523789689924939,-0.97522809322754,2.5897066910552,3.00673213254878,3.44600276965561,3.01222518154138,"Male","Alabama"
"3",3,"Cardiovascular",-0.692818488236288,-0.457752834143014,-0.183977169923737,-0.449427991552891,-0.474654708693667,-0.248737110909029,-0.0346433259989344,-0.249393543199208,-0.0334581938463481,0.170377342249176,0.390610609357715,0.173967175071954,-0.800091998767379,-0.352110652512188,-0.112550924820292,-0.378876291716645,0.0415762729724973,0.259451417212575,0.468548076307086,0.256135023045972,-0.0115688532834704,0.0573861009736504,0.121768161285771,0.0569104703254551,0.758941527826578,1.30605457954071,1.87399712012888,1.29616505441709,-1.43378204342569,-0.96965049542307,-0.523789689924939,-0.97522809322754,2.5897066910552,3.00673213254878,3.44600276965561,3.01222518154138,"Male","Alabama"
"4",4,"Communicable",0.606579974063772,0.770032940468615,0.934348572896605,0.772530939361034,-0.528383744679862,-0.413903366297153,-0.291930326043684,-0.412867212065309,0.283532199205882,0.414101032704491,0.532163167987308,0.413698072677048,0.404079701553344,0.599451742840207,1.01078391036071,0.626765995441038,0.267515644902855,0.422420136839003,0.759104488933364,0.445931372790612,0.0957472124395408,0.138158750556131,0.179737815808602,0.137754876958889,0.758941527826578,1.30605457954071,1.87399712012888,1.29616505441709,-1.43378204342569,-0.96965049542307,-0.523789689924939,-0.97522809322754,2.5897066910552,3.00673213254878,3.44600276965561,3.01222518154138,"Male","Alabama"
"5",5,"Injuries",0.69040746242979,0.996961120561896,1.31987869192887,0.996621880768804,-0.464703764244164,-0.219914930435701,0.0143119043404809,-0.219422377210884,1.04527434456807,1.27735195787649,1.53206809595182,1.28060107556139,0.537456899078607,0.767652644612272,1.22869098389538,0.797354768433021,-0.0190606776636719,0.222815071178983,0.45982250055073,0.222108209444767,0.354695922155594,0.424090343255875,0.499290985743941,0.426045320950218,0.758941527826578,1.30605457954071,1.87399712012888,1.29616505441709,-1.43378204342569,-0.96965049542307,-0.523789689924939,-0.97522809322754,2.5897066910552,3.00673213254878,3.44600276965561,3.01222518154138,"Male","Alabama"
"6",6,"Non-communicable",-0.0946244669539669,-0.00942778398158635,0.0744826074060469,-0.0102951072693579,-0.26535217584239,-0.179185850310621,-0.10187720858285,-0.18109307572337,0.00328616299873192,0.111238392866611,0.220858089848121,0.110456451024972,-0.0850162363402437,-0.00698176876780382,0.0581271491966218,-0.00955850475649397,0.101104970290325,0.185184246705891,0.345677800215834,0.194959499323509,0.00124829141369903,0.0368268063962916,0.0715582141785506,0.0366005365426516,0.758941527826578,1.30605457954071,1.87399712012888,1.29616505441709,-1.43378204342569,-0.96965049542307,-0.523789689924939,-0.97522809322754,2.5897066910552,3.00673213254878,3.44600276965561,3.01222518154138,"Male","Alabama"
"7",7,"All other causes",0.563693230143297,0.869209674884558,1.1865478226224,0.87394411804551,0.272966775835243,0.523537773480897,0.774282588557019,0.525340842020747,0.494281757133336,0.75091967887008,0.974461523692656,0.746703304169979,0.223596089867689,0.31790481429063,0.40977398663315,0.317148150385706,0.48740758653826,1.04191838012701,4.17453637533537,1.02452727773416,0.197857513118371,0.28230941748521,0.359183652937789,0.280944547589549,2.19318257032238,2.7517721803661,3.29481852669608,2.75284088736142,0.0301588208494281,0.501777055494061,0.905737304366954,0.493409384641546,2.27848326458266,2.64719132397659,3.07537884268029,2.65613214499225,"Female","Alabama"
"8",8,"Cancers",-0.184041644409889,-0.0359055316219621,0.122070173026008,-0.0335194286202342,-0.205457813241023,-0.060615325183793,0.0793847073610224,-0.0601465886609135,-0.0355104911072704,0.1331270744371,0.301807999038909,0.132343102421439,-0.0727677942689603,-0.0130468895564776,0.0415844623718154,-0.0133488626707168,-1.16412284233358,-0.114755388904223,0.239141591174558,-0.0372881538142001,-0.0140842551526127,0.0502670779092639,0.110197383168415,0.0492093153305646,2.19318257032238,2.7517721803661,3.29481852669608,2.75284088736142,0.0301588208494281,0.501777055494061,0.905737304366954,0.493409384641546,2.27848326458266,2.64719132397659,3.07537884268029,2.65613214499225,"Female","Alabama"
"9",9,"Cardiovascular",0.713046929294541,1.04463809321696,1.38739114656006,1.04357507301396,-0.191066016943928,0.0896035250203365,0.352989620468294,0.0916565270815644,0.511399719278304,0.75603658653733,0.984216978157966,0.75207941522148,0.283183357746825,0.379194346775006,0.478653199466259,0.379059350670813,-1.19036146823421,0.194365313425974,0.850153058033298,0.132136279576682,0.203200605030127,0.282862868106882,0.36077226872814,0.282912219448475,2.19318257032238,2.7517721803661,3.29481852669608,2.75284088736142,0.0301588208494281,0.501777055494061,0.905737304366954,0.493409384641546,2.27848326458266,2.64719132397659,3.07537884268029,2.65613214499225,"Female","Alabama"
"10",10,"Communicable",0.328475703730013,0.469528501841868,0.622054501607782,0.469257493294549,-0.130122819704574,-0.050044063130087,0.0332247409558282,-0.0485147675853474,-0.0848544402225219,0.00832672092701985,0.0994529270919185,0.00776084595924625,0.1196238359614,0.169900774365252,0.230457839101484,0.171549230930115,-0.868565907322511,-0.0934014036624503,0.113952419262388,-0.137406798637896,-0.0330735722436273,0.0031798712092045,0.036844648279015,0.0026221546686739,2.19318257032238,2.7517721803661,3.29481852669608,2.75284088736142,0.0301588208494281,0.501777055494061,0.905737304366954,0.493409384641546,2.27848326458266,2.64719132397659,3.07537884268029,2.65613214499225,"Female","Alabama"
