"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"State"	"State Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	1906	1177469	161.9	206.5
	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	1515	1202879	125.9	176.0
	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	1808	1001033	180.6	227.6
	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	2566	1580377	162.4	189.0
	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	1951	1234134	158.1	214.8
	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	19823	8288635	239.2	177.6
	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	15185	5410896	280.6	167.2
	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	10394	4387592	236.9	179.9
	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	15469	6181876	250.2	180.2
	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	11481	5626100	204.1	169.6
	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	2097	1134641	184.8	325.3
	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1931	1110039	174.0	333.7
	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1890	882914	214.1	366.6
	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	2306	1345900	171.3	290.7
	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	2250	1149221	195.8	372.4
	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	20524	8101479	253.3	242.8
	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	17641	5141610	343.1	243.4
	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	10614	4165065	254.8	266.6
	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	14996	5802855	258.4	247.9
	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	12808	5443239	235.3	258.6
	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	1927	1185531	162.5	204.1
	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	1633	1226416	133.2	183.0
	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	1832	1005955	182.1	226.6
	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	2518	1595038	157.9	181.0
	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	1944	1246994	155.9	209.8
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	20096	8285504	242.5	178.4
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	15391	5431826	283.3	168.0
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	10574	4371908	241.9	183.6
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	15345	6173740	248.6	176.9
	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	11668	5633507	207.1	170.7
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	2043	1141049	179.0	309.8
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1894	1131732	167.4	320.0
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1910	887375	215.2	368.2
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	2348	1357718	172.9	286.9
	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	2245	1162737	193.1	366.4
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	20085	8089188	248.3	236.3
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	17990	5159650	348.7	246.7
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	10617	4152081	255.7	265.0
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	14666	5785942	253.5	241.5
	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	13001	5456708	238.3	259.1
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	1992	1191023	167.3	206.2
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	1600	1265081	126.5	172.9
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	1793	1008000	177.9	219.9
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	2657	1597419	166.3	186.8
	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	2005	1273770	157.4	211.7
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	19988	8266689	241.8	176.4
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	15397	5476256	281.2	167.3
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	10043	4353700	230.7	174.8
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	15041	6148639	244.6	173.2
	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	11516	5654335	203.7	166.8
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	2145	1149214	186.6	319.5
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1871	1168072	160.2	303.4
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1850	888926	208.1	352.0
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	2299	1362150	168.8	279.4
	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	2212	1189157	186.0	351.3
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	20158	8096911	249.0	233.7
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	17815	5211978	341.8	240.4
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	10565	4141070	255.1	261.8
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	14538	5773483	251.8	237.5
	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	12995	5485030	236.9	253.6
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	1984	1193908	166.2	202.4
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	1724	1299709	132.6	179.8
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	1869	1007751	185.5	224.7
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	2510	1596664	157.2	173.5
	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	2000	1295477	154.4	207.4
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	19827	8230225	240.9	173.7
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	15246	5520077	276.2	163.5
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	10081	4335064	232.5	174.4
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	14933	6124266	243.8	171.7
	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	11872	5666047	209.5	170.4
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	2126	1152094	184.5	308.6
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1854	1199205	154.6	291.1
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1799	888942	202.4	331.2
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	2348	1362813	172.3	274.8
	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	2229	1210047	184.2	350.0
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	20389	8069382	252.7	233.5
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	17742	5259772	337.3	235.6
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	10506	4127150	254.6	258.2
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	14377	5758486	249.7	232.1
	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	13232	5503126	240.4	253.0
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	2027	1196646	169.4	202.9
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	1778	1331986	133.5	179.7
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	1803	1007058	179.0	213.5
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	2435	1593413	152.8	165.4
	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	2046	1316143	155.5	207.4
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	19715	8201129	240.4	171.2
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	15209	5556284	273.7	161.7
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	10052	4316163	232.9	172.5
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	14925	6098361	244.7	170.4
	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	11725	5676874	206.5	165.9
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	2150	1153410	186.4	301.6
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1904	1230509	154.7	282.6
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1873	887307	211.1	337.9
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	2236	1361345	164.2	252.9
	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	2254	1226083	183.8	349.6
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	20119	8029324	250.6	227.4
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	17826	5304847	336.0	233.3
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	10303	4113368	250.5	250.7
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	13850	5743409	241.1	221.5
	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	13016	5505248	236.4	243.1
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	2061	1197163	172.2	201.5
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	1774	1370995	129.4	171.2
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	1827	1005737	181.7	211.9
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	2467	1586435	155.5	165.8
	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	1980	1337266	148.1	196.8
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"California"	"06"	19099	8143078	234.5	165.9
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Florida"	"12"	15414	5620640	274.2	162.3
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Illinois"	"17"	9908	4296638	230.6	170.1
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"New York"	"36"	14683	6063430	242.2	167.8
	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	"Texas"	"48"	11438	5690348	201.0	160.4
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"California"	"06"	2126	1156061	183.9	293.7
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Florida"	"12"	1980	1265850	156.4	280.6
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Illinois"	"17"	1817	888009	204.6	323.9
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"New York"	"36"	2312	1355150	170.6	260.1
	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	"Texas"	"48"	2273	1247074	182.3	335.6
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"California"	"06"	19720	7988951	246.8	221.3
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Florida"	"12"	17849	5379237	331.8	228.7
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Illinois"	"17"	10238	4105463	249.4	246.0
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"New York"	"36"	14005	5717817	244.9	221.9
	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	"Texas"	"48"	13079	5525064	236.7	239.9
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"California"	"06"	2045	1194276	171.2	196.1
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Florida"	"12"	1764	1411525	125.0	162.6
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Illinois"	"17"	1796	1004009	178.9	205.1
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"New York"	"36"	2572	1575037	163.3	169.9
	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	"Texas"	"48"	2119	1360449	155.8	201.9
