"","stratum.id","COD","COD_cont_yrs_lcl","COD_cont_yrs","COD_cont_yrs_ucl","COD_cont_prop_lcl","COD_cont_prop","COD_cont_prop_ucl"
"1","Iowa.1969.Female","All other causes",0.806614594724987,1.44472329803436,2.5150650134167,0.135601046945926,0.22681300185426,0.361031898087882
"2","Iowa.1969.Female","Cancers",0.179299513040993,0.586888803810336,1.08962651736136,0.0290443862895586,0.0913097077403612,0.17020207900749
"3","Iowa.1969.Female","Cardiovascular",1.54253551226691,2.53098657039765,3.70856975406801,0.274719836868877,0.395253654663601,0.52583025169127
"4","Iowa.1969.Female","Communicable",0.282397606465192,0.597931937977217,1.30978854131716,0.0436757910546198,0.0940677156989699,0.191314146400784
"5","Iowa.1969.Female","Injuries",-0.0557911735342125,0.197343211750883,0.703624033505235,-0.0091913303044386,0.0308732182722561,0.109192959602522
"6","Iowa.1969.Female","Non-communicable",0.63052852365396,0.880850318829809,1.25286620724193,0.0923973728436409,0.138159307657301,0.205764010141159
"7","Iowa.1969.Male","All other causes",0.718879556612041,1.31239330645899,2.03692051626447,0.10544791994969,0.184582098532353,0.283675528601136
"8","Iowa.1969.Male","Cancers",0.329729873379938,0.740001155423787,1.4402316728433,0.0497116035105049,0.104736250250161,0.198603472806042
"9","Iowa.1969.Male","Cardiovascular",0.873593059086517,1.82609923004855,2.79869071690337,0.142415417749047,0.255614542901732,0.380791786972762
"10","Iowa.1969.Male","Communicable",0.331213058206289,0.667284948402754,1.3282520169356,0.0481341842742038,0.092872955635631,0.189208583107404
"11","Iowa.1969.Male","Injuries",1.05621875122013,1.93311370154895,3.20877688436481,0.16822428294895,0.276101353000641,0.403969914829459
"12","Iowa.1969.Male","Non-communicable",0.199078052615206,0.461715846340455,0.782157754985964,0.027365365699451,0.0658795782199965,0.112364976274342
"13","Iowa.1970.Female","All other causes",0.883441811103986,1.5183863623291,2.36212981419729,0.149453054275781,0.236347598557685,0.351490333210027
"14","Iowa.1970.Female","Cancers",0.196162500442356,0.603494421001008,1.08282130832989,0.030887273516681,0.0930997572116839,0.167110638715824
"15","Iowa.1970.Female","Cardiovascular",1.58258256736956,2.5449276186174,3.56244005452975,0.278767765262794,0.39367824380466,0.510318483338541
"16","Iowa.1970.Female","Communicable",0.294567461636278,0.606412865980238,1.23050793951741,0.046404756211174,0.0931346048397633,0.182760892152923
"17","Iowa.1970.Female","Injuries",-0.0545610068381945,0.18942002720148,0.646349400256771,-0.00857162329568884,0.0296638244493024,0.103331135228906
"18","Iowa.1970.Female","Non-communicable",0.641204729158071,0.87845480023162,1.23760348411298,0.0929851432761483,0.136280621122354,0.193224766844083
"19","Iowa.1970.Male","All other causes",0.744306652208641,1.28894689229298,1.89688779370638,0.110857181861824,0.185177075067946,0.280459010563914
"20","Iowa.1970.Male","Cancers",0.347160299903796,0.745446864850567,1.43859988570497,0.0509503619260282,0.107793227196092,0.19954642736353
"21","Iowa.1970.Male","Cardiovascular",0.878127753132303,1.71977515905467,2.65680863928356,0.138346288669017,0.246778792962279,0.370447997797577
"22","Iowa.1970.Male","Communicable",0.344254423727716,0.646665605626556,1.20762609687608,0.0519219258174842,0.0936500864565756,0.170223422959448
"23","Iowa.1970.Male","Injuries",1.08390834962136,1.92768605401982,3.10057998459315,0.176516212599296,0.279957966173151,0.399353750860322
"24","Iowa.1970.Male","Non-communicable",0.188672093372057,0.456978216152191,0.747968325900086,0.027768699435476,0.0668440656753104,0.111546909642594
"25","Iowa.1971.Female","All other causes",0.982016930268583,1.58400783716141,2.40140971240201,0.162119409253149,0.250426281119971,0.359259537632421
"26","Iowa.1971.Female","Cancers",0.2035399952123,0.598652925657951,1.06809318947201,0.031682116279951,0.0947141769175154,0.167979861598778
"27","Iowa.1971.Female","Cardiovascular",1.54642078852797,2.40871287119398,3.40120424888471,0.264933809099588,0.381495492756283,0.491674601647706
"28","Iowa.1971.Female","Communicable",0.295256137868449,0.581809650452924,1.15502875596745,0.0461444391330172,0.0922059822002778,0.175857479581876
"29","Iowa.1971.Female","Injuries",-0.0525455703579717,0.192383472581158,0.622944757767974,-0.00809155434719969,0.0304661372969602,0.100152662906064
"30","Iowa.1971.Female","Non-communicable",0.647371278282823,0.868493079333972,1.21884074287453,0.094785573549862,0.136512771504469,0.195026901880442
"31","Iowa.1971.Male","All other causes",0.871539927736003,1.34956862890829,1.87783295296929,0.128266212678525,0.202716911223576,0.286533838476245
"32","Iowa.1971.Male","Cancers",0.322334576884041,0.727512492821109,1.3426733192722,0.0492496604021218,0.110900390682754,0.198877223297787
"33","Iowa.1971.Male","Cardiovascular",0.675206159855783,1.50122887850385,2.35416111047177,0.112467138539021,0.224636462622232,0.340975808109995
"34","Iowa.1971.Male","Communicable",0.355885563484014,0.635888910257069,1.14717322308873,0.0561335182745256,0.0952041406559423,0.167343810698045
"35","Iowa.1971.Male","Injuries",1.07820226412739,1.88586031278279,3.02173055495059,0.179469877231579,0.288267836338124,0.403280607961139
"36","Iowa.1971.Male","Non-communicable",0.19024947915235,0.442943913792775,0.740435603923228,0.0273500840176735,0.0673675411509376,0.113539131411661
"37","Iowa.1972.Female","All other causes",0.975868429771501,1.60388021158678,2.38997045963415,0.172669314179535,0.260472172471913,0.369178059327606
"38","Iowa.1972.Female","Cancers",0.190237979235579,0.588374600389366,1.05548569509008,0.0329842025259458,0.0956663452460372,0.167264456318867
