"","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_lcl","rate.per.100k_med","rate.per.100k_ucl","rate.per.100k_mean"
"1",15,1,0,0,"All other causes","White","Male","Iowa",1969,"West North Central","Midwest","IA",113.45247994051,118.342366246487,122.665024700179,118.19871585592
"2",15,1,0,0,"Cancers","White","Male","Iowa",1969,"West North Central","Midwest","IA",228.973135164544,235.191697960952,241.833578711475,235.186802825464
"3",15,1,0,0,"Cardiovascular","White","Male","Iowa",1969,"West North Central","Midwest","IA",846.928342478577,862.931124190456,881.879359164791,863.413178460999
"4",15,1,0,0,"Communicable","White","Male","Iowa",1969,"West North Central","Midwest","IA",56.3827295517668,60.8406458884608,65.3836197836098,60.8233790499266
"5",15,1,0,0,"Injuries","White","Male","Iowa",1969,"West North Central","Midwest","IA",108.204862232785,112.226916590772,116.371016785791,112.270007473945
"6",15,1,0,0,"Non-communicable","White","Male","Iowa",1969,"West North Central","Midwest","IA",87.4983782571606,91.2770509949515,95.2344863884836,91.3279304933633
"7",15,1,0,1,"All other causes","White","Female","Iowa",1969,"West North Central","Midwest","IA",82.2069398052686,85.6216178211365,89.0639698087357,85.5927169175673
"8",15,1,0,1,"Cancers","White","Female","Iowa",1969,"West North Central","Midwest","IA",151.961783765486,155.87515597742,160.148265582295,155.8821780115
"9",15,1,0,1,"Cardiovascular","White","Female","Iowa",1969,"West North Central","Midwest","IA",515.170961864973,525.164078952615,536.158734300517,525.262022821378
"10",15,1,0,1,"Communicable","White","Female","Iowa",1969,"West North Central","Midwest","IA",33.1697832394483,35.4023363517295,38.0155322776201,35.4280880667082
"11",15,1,0,1,"Injuries","White","Female","Iowa",1969,"West North Central","Midwest","IA",40.4563132530957,42.3636423140897,44.6969525734678,42.4477942901866
"12",15,1,0,1,"Non-communicable","White","Female","Iowa",1969,"West North Central","Midwest","IA",39.6981932516936,41.8911999689973,44.2278398977483,41.9258784256389
"13",15,1,1,0,"All other causes","Black","Male","Iowa",1969,"West North Central","Midwest","IA",159.456800724173,189.646388371942,231.082437069593,191.125040952442
