"","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","rate.difference_mean","Census_Division","Census_Region","stabbrs","sex","state","year"
"1",7,1,0,"All other causes",57.3790078464369,89.175404443263,126.70371863469,90.1402298338463,"South Atlantic","South","DE","Male","Delaware",1969
"2",7,1,0,"Cancers",82.089028294444,133.788104018672,192.798795090212,134.314949364589,"South Atlantic","South","DE","Male","Delaware",1969
"3",7,1,0,"Cardiovascular",-25.3571963367036,81.9097391278484,189.851107844299,79.7455292314589,"South Atlantic","South","DE","Male","Delaware",1969
"4",7,1,0,"Communicable",46.3871155076616,92.2576478669669,156.903128206309,94.908912937109,"South Atlantic","South","DE","Male","Delaware",1969
"5",7,1,0,"Injuries",43.5704552466681,72.9994941094516,117.18510317588,75.3206867094575,"South Atlantic","South","DE","Male","Delaware",1969
"6",7,1,0,"Non-communicable",6.41134328154433,39.3212863799106,76.0762604354345,39.3999230178128,"South Atlantic","South","DE","Male","Delaware",1969
"7",7,1,1,"All other causes",47.7781774823728,74.5588456459381,108.336754346075,75.738491422955,"South Atlantic","South","DE","Female","Delaware",1969
"8",7,1,1,"Cancers",18.1157673274182,46.6284501982997,81.8853011170784,47.4549222808461,"South Atlantic","South","DE","Female","Delaware",1969
"9",7,1,1,"Cardiovascular",89.0440916500597,176.005923042109,273.398727267154,177.498374555469,"South Atlantic","South","DE","Female","Delaware",1969
"10",7,1,1,"Communicable",15.6582571950553,32.7606225079408,58.6492000473681,33.6676078461128,"South Atlantic","South","DE","Female","Delaware",1969
"11",7,1,1,"Injuries",4.23577320667259,17.4755193781042,33.6008669462882,17.6278728954218,"South Atlantic","South","DE","Female","Delaware",1969
"12",7,1,1,"Non-communicable",39.0202063458799,62.5178454666591,91.1116481183204,62.8456471148012,"South Atlantic","South","DE","Female","Delaware",1969
"13",7,2,0,"All other causes",60.6064388563185,89.3859138543664,123.783165964484,90.498861889014,"South Atlantic","South","DE","Male","Delaware",1970
"14",7,2,0,"Cancers",83.3655617714504,130.137200339894,185.468206724462,131.4733100934,"South Atlantic","South","DE","Male","Delaware",1970
"15",7,2,0,"Cardiovascular",-7.34829405744606,86.0541481839324,180.228441394407,87.3732794395575,"South Atlantic","South","DE","Male","Delaware",1970
"16",7,2,0,"Communicable",48.2009549986598,89.4775561491016,146.068848653341,91.0691035103134,"South Atlantic","South","DE","Male","Delaware",1970
"17",7,2,0,"Injuries",45.7977893300628,73.4852879395007,113.758767582745,74.974277110415,"South Atlantic","South","DE","Male","Delaware",1970
"18",7,2,0,"Non-communicable",7.35087521726996,39.1818229592324,74.0076707044495,39.5768787041662,"South Atlantic","South","DE","Male","Delaware",1970
"19",7,2,1,"All other causes",46.1470980537627,70.7691192882118,102.557201019908,71.8612236530643,"South Atlantic","South","DE","Female","Delaware",1970
"20",7,2,1,"Cancers",18.4149683680129,47.1481376937572,77.8973002207861,47.1530043440701,"South Atlantic","South","DE","Female","Delaware",1970
"21",7,2,1,"Cardiovascular",85.6370795957527,162.143991753795,250.776811500095,163.014484421441,"South Atlantic","South","DE","Female","Delaware",1970
"22",7,2,1,"Communicable",16.4881177316942,32.3035715209186,54.906381855849,33.0353535886973,"South Atlantic","South","DE","Female","Delaware",1970
"23",7,2,1,"Injuries",4.42956871135383,16.7607599683247,32.6354283850633,16.7501365862907,"South Atlantic","South","DE","Female","Delaware",1970
"24",7,2,1,"Non-communicable",39.2613724163195,61.1375594917021,88.3462549714906,61.7798805870982,"South Atlantic","South","DE","Female","Delaware",1970
"25",7,3,0,"All other causes",62.4227670458373,90.2299321415632,121.811631345047,91.229808644699,"South Atlantic","South","DE","Male","Delaware",1971
