"","stratum.id","COD","COD_cont_yrs_lcl","COD_cont_yrs_med","COD_cont_yrs_ucl","COD_cont_yrs_mean","COD_cont_prop_lcl","COD_cont_prop_med","COD_cont_prop_ucl","COD_cont_prop_mean"
"1","South Carolina.1969.Female","All other causes",1.39478435188738,1.63919991750743,1.8747032134315,1.63932573314168,0.189581765683144,0.218210835716921,0.249436359123948,0.218876346896959
"2","South Carolina.1969.Female","Cancers",0.193299249855508,0.306364887017599,0.432506348967532,0.307499246523091,0.0261751667689984,0.0408388239011282,0.0576289791751668,0.0410347701255349
"3","South Carolina.1969.Female","Cardiovascular",2.968487276797,3.36614384064404,3.78988007439841,3.36698828456056,0.411079195084578,0.449912539561885,0.484054782252032,0.449267464376265
"4","South Carolina.1969.Female","Communicable",0.786758396863169,0.93656670374176,1.10372806095752,0.938979619869794,0.105393841500563,0.125574220966574,0.14566677723005,0.125399707348556
"5","South Carolina.1969.Female","Injuries",0.350522101384526,0.481735194114145,0.635440532262076,0.484320515706113,0.0468991113029253,0.0642664883643406,0.0845278622510384,0.0646406611378745
"6","South Carolina.1969.Female","Non-communicable",0.645782626576485,0.753403741356124,0.864475349987605,0.75423176936252,0.0863938463980856,0.100478153967336,0.117340579244838,0.100781050114811
"7","South Carolina.1969.Male","All other causes",1.3749174165547,1.61901466029436,1.86600487881008,1.62143816058254,0.180227867188193,0.207493388323821,0.236487770565302,0.20795963038185
"8","South Carolina.1969.Male","Cancers",0.162011591030303,0.270932526584353,0.381190558609632,0.271113786402314,0.0208158810075958,0.0347827364414863,0.0479072093167591,0.0347686613924812
"9","South Carolina.1969.Male","Cardiovascular",1.58356713986291,1.86605928469288,2.15720848835534,1.86872865301871,0.209705106474124,0.239747711910331,0.270164267857683,0.23962730333341
"10","South Carolina.1969.Male","Communicable",0.912477012892173,1.0807265010471,1.25381738037427,1.08035553790914,0.117502035271403,0.138370737927661,0.160553059412713,0.138605487893369
"11","South Carolina.1969.Male","Injuries",2.47488190099677,2.74418981231408,3.01686828272228,2.74724133168841,0.323825799482764,0.352183114267624,0.383794259517382,0.352464627478144
"12","South Carolina.1969.Male","Non-communicable",0.135652841445705,0.206156260883705,0.28349532967046,0.207175782209692,0.0175766691549262,0.0265399879275272,0.036433933623201,0.0265742895207452
"13","South Carolina.1970.Female","All other causes",1.50564668942461,1.72451647450609,1.94275408904275,1.72486297443637,0.217766944337319,0.245507617750322,0.27456867190745,0.245749161001098
