"","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","rate.difference_mean","Census_Division","Census_Region","stabbrs","sex","state","year"
"1",4,1,0,"All other causes",38.6844604333757,48.1747019042268,58.0694308398378,48.3239759555073,"Pacific","West","CA","Male","California",1969
"2",4,1,0,"Cancers",47.1751330854648,61.9198615755728,76.6794708589287,61.8321096677001,"Pacific","West","CA","Male","California",1969
"3",4,1,0,"Cardiovascular",-100.676430312606,-71.9826592444352,-40.8935270221141,-71.7818882454784,"Pacific","West","CA","Male","California",1969
"4",4,1,0,"Communicable",7.34780371311344,15.4644052167884,24.583542725835,15.5100002289624,"Pacific","West","CA","Male","California",1969
"5",4,1,0,"Injuries",63.8000606503014,73.9676350579393,83.6967655906481,73.9079348792221,"Pacific","West","CA","Male","California",1969
"6",4,1,0,"Non-communicable",7.64832644242614,16.1541784686001,24.5238423877051,16.1759265069319,"Pacific","West","CA","Male","California",1969
"7",4,1,1,"All other causes",30.9770842958279,37.2487775719764,44.453417735945,37.3677787939967,"Pacific","West","CA","Female","California",1969
"8",4,1,1,"Cancers",8.79612628131022,16.6772460955917,24.3541467552899,16.5902792087334,"Pacific","West","CA","Female","California",1969
"9",4,1,1,"Cardiovascular",36.7246989061466,62.9342780250549,87.2208686205621,63.0766883796258,"Pacific","West","CA","Female","California",1969
"10",4,1,1,"Communicable",3.06253307824,8.4342585390991,14.0491631473121,8.38480273234578,"Pacific","West","CA","Female","California",1969
"11",4,1,1,"Injuries",-2.92039965860141,1.55096546032312,6.23779527048887,1.59290714995749,"Pacific","West","CA","Female","California",1969
"12",4,1,1,"Non-communicable",25.5729366904146,31.0232900061887,36.4544643629065,30.901549221742,"Pacific","West","CA","Female","California",1969
"13",4,2,0,"All other causes",45.0785891697556,52.5202865548806,61.2708957390757,52.6643693717896,"Pacific","West","CA","Male","California",1970
"14",4,2,0,"Cancers",49.820942779128,62.7112114772138,75.8211594376,62.696507459726,"Pacific","West","CA","Male","California",1970
"15",4,2,0,"Cardiovascular",-76.2693065995959,-51.6714665674247,-26.5133602066472,-51.3240332784377,"Pacific","West","CA","Male","California",1970
"16",4,2,0,"Communicable",9.60476136901746,16.6437098347302,24.334032901577,16.7276543354304,"Pacific","West","CA","Male","California",1970
"17",4,2,0,"Injuries",61.4686081681417,69.5818080555875,78.5738316790036,69.6162486211815,"Pacific","West","CA","Male","California",1970
"18",4,2,0,"Non-communicable",9.91267391341946,17.562752718347,25.2202868033629,17.5226554662493,"Pacific","West","CA","Male","California",1970
"19",4,2,1,"All other causes",32.3050528770431,37.8359741367468,44.1417193837962,37.9851072334276,"Pacific","West","CA","Female","California",1970
"20",4,2,1,"Cancers",8.13077011749193,14.9915021539774,22.3071827911664,15.0630484911764,"Pacific","West","CA","Female","California",1970
"21",4,2,1,"Cardiovascular",53.5756464749538,73.3311328019849,94.7066729919058,73.42321884204,"Pacific","West","CA","Female","California",1970
"22",4,2,1,"Communicable",5.18579551720347,9.18664708763614,13.68371079176,9.22731126209321,"Pacific","West","CA","Female","California",1970
"23",4,2,1,"Injuries",-0.640924137986948,3.25925355812143,7.57662896102691,3.34616434828721,"Pacific","West","CA","Female","California",1970
"24",4,2,1,"Non-communicable",26.3762354940744,30.9772471615971,35.8651950213046,30.9635637351111,"Pacific","West","CA","Female","California",1970
"25",4,3,0,"All other causes",44.5566426225679,51.6726394789628,58.8716337061597,51.5621810937659,"Pacific","West","CA","Male","California",1971
"26",4,3,0,"Cancers",48.2942680731101,59.7816424720424,72.0294224012857,59.906204277568,"Pacific","West","CA","Male","California",1971
"27",4,3,0,"Cardiovascular",-69.758772799251,-47.3749076428649,-20.0875760201918,-46.4497780386715,"Pacific","West","CA","Male","California",1971
"28",4,3,0,"Communicable",7.23018332673075,13.6195839693044,21.1098103053714,13.7439934728086,"Pacific","West","CA","Male","California",1971
"29",4,3,0,"Injuries",66.7134825124709,75.0068908525324,83.3030543116636,74.9712788361922,"Pacific","West","CA","Male","California",1971
"30",4,3,0,"Non-communicable",9.40749021216931,16.7306745169812,23.6420783793678,16.6046026918255,"Pacific","West","CA","Male","California",1971
"31",4,3,1,"All other causes",33.3228820924144,38.3727621668388,43.8734253649399,38.361676967158,"Pacific","West","CA","Female","California",1971
"32",4,3,1,"Cancers",8.71669309719906,14.7502537046602,21.7796409362569,14.7159114236075,"Pacific","West","CA","Female","California",1971
"33",4,3,1,"Cardiovascular",41.3488731721011,58.9550200397217,79.3261843657075,59.2014512333405,"Pacific","West","CA","Female","California",1971
"34",4,3,1,"Communicable",2.7014109976604,6.22189287286282,10.0125306493055,6.31081782975943,"Pacific","West","CA","Female","California",1971
"35",4,3,1,"Injuries",1.32174995319513,5.08203573777802,8.90691239564515,5.05922588332552,"Pacific","West","CA","Female","California",1971
"36",4,3,1,"Non-communicable",26.3786697565997,30.3917507860486,35.337616556749,30.5403571791883,"Pacific","West","CA","Female","California",1971
"37",4,4,0,"All other causes",44.9600841439297,51.293631205034,58.3068628378023,51.441474034827,"Pacific","West","CA","Male","California",1972
"38",4,4,0,"Cancers",47.4413531442802,59.5836851302637,70.6501553275131,59.5358310432778,"Pacific","West","CA","Male","California",1972
"39",4,4,0,"Cardiovascular",128.631033275338,155.330900153155,177.983079675983,154.611938690512,"Pacific","West","CA","Male","California",1972
"40",4,4,0,"Communicable",6.62369053959307,13.3061821955946,20.4559281723718,13.3443536205304,"Pacific","West","CA","Male","California",1972
"41",4,4,0,"Injuries",60.9329801989584,68.2975287084113,75.9882030699082,68.3926567395148,"Pacific","West","CA","Male","California",1972
"42",4,4,0,"Non-communicable",10.2406880534399,17.1662858897573,24.3879190905218,17.2497404495978,"Pacific","West","CA","Male","California",1972
"43",4,4,1,"All other causes",33.3147503589363,38.2933103815598,43.2468812515677,38.2843187382742,"Pacific","West","CA","Female","California",1972
"44",4,4,1,"Cancers",10.151742253469,16.1117950751452,22.1952962502538,16.1219100569621,"Pacific","West","CA","Female","California",1972
"45",4,4,1,"Cardiovascular",49.6994704921355,67.6874390994738,86.7501016788311,67.8165229884858,"Pacific","West","CA","Female","California",1972
"46",4,4,1,"Communicable",2.18664385836817,5.64658533449934,9.43433522265557,5.7213623819918,"Pacific","West","CA","Female","California",1972
"47",4,4,1,"Injuries",3.65841792072028,7.12549796327456,10.9456467339717,7.2351878073259,"Pacific","West","CA","Female","California",1972
"48",4,4,1,"Non-communicable",25.1247116331552,29.1622749779169,34.0404444893119,29.3424692841552,"Pacific","West","CA","Female","California",1972
"49",4,5,0,"All other causes",44.6872786083624,51.2210946861482,57.8957422431315,51.234277326567,"Pacific","West","CA","Male","California",1973
"50",4,5,0,"Cancers",53.5006227422282,65.538286100961,76.8266467366742,65.572304200756,"Pacific","West","CA","Male","California",1973
"51",4,5,0,"Cardiovascular",-53.3414726953791,-29.3798772622285,-2.53897682631847,-29.1416288187486,"Pacific","West","CA","Male","California",1973
